6.8	0.26	0.42	1.7	0.049	41	122	0.993	3.47	0.48	10.5	1
6.868	0.2626	0.4242	1.717	0.049489997	41.41	123.22	1.0029299	3.5047	0.48479998	10.605	1
6.7320004	0.25739998	0.41579998	1.6830001	0.04851	40.59	120.78	0.98306996	3.4353	0.4752	10.395	1
7.6	0.67	0.14	1.5	0.074	25	168	0.9937	3.05	0.51	9.3	0
6.6	0.27	0.41	1.3	0.052	16	142	0.9951	3.42	0.47	10	0
7	0.25	0.32	9	0.046	56	245	0.9955	3.25	0.5	10.4	0
6.9	0.24	0.35	1	0.052	35	146	0.993	3.45	0.44	10	0
7	0.28	0.39	8.7	0.051	32	141	0.9961	3.38	0.53	10.5	0
7.4	0.27	0.48	1.1	0.047	17	132	0.9914	3.19	0.49	11.6	0
8.5	0.24	0.39	10.4	0.044	20	142	0.9974	3.2	0.53	10	0
8.3	0.14	0.34	1.1	0.042	7	47	0.9934	3.47	0.4	10.2	0
7.4	0.25	0.36	2.05	0.05	31	100	0.992	3.19	0.44	10.8	0
6.2	0.12	0.34	1.5	0.045	43	117	0.9939	3.42	0.51	9	0
5.8	0.27	0.2	14.95	0.044	22	179	0.9962	3.37	0.37	10.2	0
7.3	0.28	0.43	1.7	0.08	21	123	0.9905	3.19	0.42	12.8	0
6.5	0.39	0.23	5.4	0.051	25	149	0.9934	3.24	0.35	10	0
7	0.33	0.32	1.2	0.053	38	138	0.9906	3.13	0.28	11.2	0
7.3	0.24	0.39	17.95	0.057	45	149	0.9999	3.21	0.36	8.6	0
6.7	0.23	0.39	2.5	0.172	63	158	0.9937	3.11	0.36	9.4	0
6.7	0.24	0.39	2.9	0.173	63	157	0.9937	3.1	0.34	9.4	0
7	0.31	0.26	7.4	0.069	28	160	0.9954	3.13	0.46	9.8	0
6.6	0.24	0.27	1.4	0.057	33	152	0.9934	3.22	0.56	9.5	0
6.7	0.23	0.26	1.4	0.06	33	154	0.9934	3.24	0.56	9.5	0
7.4	0.18	0.31	1.4	0.058	38	167	0.9931	3.16	0.53	10	1
7.474	0.18180001	0.3131	1.414	0.05858	38.38	168.67	1.003031	3.1916	0.53529996	10.1	1
7.326	0.1782	0.3069	1.3859999	0.057419997	37.62	165.33	0.98316896	3.1284	0.5247	9.9	1
6.2	0.45	0.26	4.4	0.063	63	206	0.994	3.27	0.52	9.8	0
6.2	0.46	0.25	4.4	0.066	62	207	0.9939	3.25	0.52	9.8	0
7	0.31	0.26	7.4	0.069	28	160	0.9954	3.13	0.46	9.8	0
7.2	0.19	0.31	1.6	0.062	31	173	0.9917	3.35	0.44	11.7	0
6.6	0.25	0.29	1.1	0.068	39	124	0.9914	3.34	0.58	11	1
6.666	0.2525	0.2929	1.1110001	0.06868	39.39	125.24	1.001314	3.3734	0.5858	11.11	1
6.534	0.2475	0.2871	1.089	0.067320004	38.61	122.76	0.981486	3.3065999	0.5742	10.89	1
6.2	0.16	0.33	1.1	0.057	21	82	0.991	3.32	0.46	10.9	1
6.2619996	0.1616	0.33330002	1.1110001	0.05757	21.21	82.82	1.00091	3.3532	0.4646	11.009	1
6.138	0.1584	0.3267	1.089	0.05643	20.79	81.18	0.98109	3.2868	0.45540002	10.790999	1
6.4	0.18	0.35	1	0.045	39	108	0.9911	3.31	0.35	10.9	0
6.8	0.2	0.59	0.9	0.147	38	132	0.993	3.05	0.38	9.1	0
6.9	0.25	0.35	1.3	0.039	29	191	0.9908	3.13	0.52	11	0
7.2	0.21	0.34	11.9	0.043	37	213	0.9962	3.09	0.5	9.6	0
6	0.19	0.26	12.4	0.048	50	147	0.9972	3.3	0.36	8.9	0
6.6	0.38	0.15	4.6	0.044	25	78	0.9931	3.11	0.38	10.2	0
6.8	0.22	0.24	4.9	0.092	30	123	0.9951	3.03	0.46	8.6	0
6	0.19	0.26	12.4	0.048	50	147	0.9972	3.3	0.36	8.9	0
7	0.47	0.07	1.1	0.035	17	151	0.991	3.02	0.34	10.5	0
6.6	0.38	0.15	4.6	0.044	25	78	0.9931	3.11	0.38	10.2	0
7.2	0.24	0.27	1.4	0.038	31	122	0.9927	3.15	0.46	10.3	0
6.2	0.35	0.03	1.2	0.064	29	120	0.9934	3.22	0.54	9.1	0
6.4	0.26	0.24	6.4	0.04	27	124	0.9903	3.22	0.49	12.6	1
6.464	0.2626	0.24239999	6.464	0.0404	27.27	125.24	1.000203	3.2522001	0.49490002	12.726001	1
6.336	0.25739998	0.2376	6.336	0.0396	26.73	122.76	0.980397	3.1878	0.4851	12.474	1
6.7	0.25	0.13	1.2	0.041	81	174	0.992	3.14	0.42	9.8	0
6.7	0.23	0.31	2.1	0.046	30	96	0.9926	3.33	0.64	10.7	1
6.7669997	0.2323	0.3131	2.1209998	0.04646	30.3	96.96	1.002526	3.3632998	0.6464	10.807	1
6.633	0.22770001	0.3069	2.079	0.04554	29.7	95.04	0.982674	3.2967	0.6336	10.592999	1
6.2	0.27	0.43	7.8	0.056	48	244	0.9956	3.1	0.51	9	0
6.8	0.3	0.23	4.6	0.061	50.5	238.5	0.9958	3.32	0.6	9.5	0
6	0.27	0.28	4.8	0.063	31	201	0.9964	3.69	0.71	10	0
8.6	0.23	0.46	1	0.054	9	72	0.9941	2.95	0.49	9.1	0
6.7	0.23	0.31	2.1	0.046	30	96	0.9926	3.33	0.64	10.7	1
6.7669997	0.2323	0.3131	2.1209998	0.04646	30.3	96.96	1.002526	3.3632998	0.6464	10.807	1
6.633	0.22770001	0.3069	2.079	0.04554	29.7	95.04	0.982674	3.2967	0.6336	10.592999	1
7.4	0.24	0.29	10.1	0.05	21	105	0.9962	3.13	0.35	9.5	0
7.1	0.18	0.36	1.4	0.043	31	87	0.9898	3.26	0.37	12.7	1
7.171	0.18180001	0.36360002	1.414	0.04343	31.31	87.87	0.999698	3.2926	0.3737	12.827	1
7.029	0.1782	0.3564	1.3859999	0.042570002	30.69	86.13	0.97990197	3.2274	0.36630002	12.573	1
7	0.32	0.34	1.3	0.042	20	69	0.9912	3.31	0.65	12	1
7.07	0.3232	0.3434	1.313	0.04242	20.2	69.69	1.001112	3.3430998	0.6565	12.12	1
6.93	0.3168	0.3366	1.287	0.04158	19.8	68.31	0.98128796	3.2769	0.6435	11.88	1
7.4	0.18	0.3	8.8	0.064	26	103	0.9961	2.94	0.56	9.3	0
6.8	0.22	0.31	1.4	0.053	34	114	0.9929	3.39	0.77	10.6	0
7.1	0.2	0.34	16	0.05	51	166	0.9985	3.21	0.6	9.2	0
7.1	0.34	0.2	6.1	0.063	47	164	0.9946	3.17	0.42	10	0
7.3	0.22	0.3	8.2	0.047	42	207	0.9966	3.33	0.46	9.5	0
7.1	0.43	0.61	11.8	0.045	54	155	0.9974	3.11	0.45	8.7	0
7.1	0.44	0.62	11.8	0.044	52	152	0.9975	3.12	0.46	8.7	0
7.2	0.39	0.63	11	0.044	55	156	0.9974	3.09	0.44	8.7	0
6.8	0.25	0.31	13.3	0.05	69	202	0.9972	3.22	0.48	9.7	0
7.1	0.43	0.61	11.8	0.045	54	155	0.9974	3.11	0.45	8.7	0
7.2	0.39	0.63	11	0.044	55	156	0.9974	3.09	0.44	8.7	0
6.1	0.27	0.43	7.5	0.049	65	243	0.9957	3.12	0.47	9	0
6.9	0.24	0.33	1.7	0.035	47	136	0.99	3.26	0.4	12.6	1
6.969	0.24239999	0.33330002	1.717	0.03535	47.47	137.36	0.9999	3.2926	0.404	12.726001	1
6.8310003	0.2376	0.3267	1.6830001	0.03465	46.53	134.64	0.98010004	3.2274	0.396	12.474	1
6.9	0.21	0.33	1.8	0.034	48	136	0.9899	3.25	0.41	12.6	1
6.969	0.2121	0.33330002	1.818	0.03434	48.48	137.36	0.999799	3.2825	0.4141	12.726001	1
6.8310003	0.20789999	0.3267	1.782	0.033660002	47.52	134.64	0.980001	3.2175	0.4059	12.474	1
7.5	0.17	0.32	1.7	0.04	51	148	0.9916	3.21	0.44	11.5	1
7.575	0.1717	0.3232	1.717	0.0404	51.51	149.48	1.001516	3.2421	0.4444	11.615	1
7.425	0.1683	0.3168	1.6830001	0.0396	50.49	146.52	0.98168397	3.1779	0.43559998	11.385	1
7.1	0.26	0.29	12.4	0.044	62	240	0.9969	3.04	0.42	9.2	0
6	0.34	0.66	15.9	0.046	26	164	0.9979	3.14	0.5	8.8	0
8.6	0.265	0.36	1.2	0.034	15	80	0.9913	2.95	0.36	11.4	1
8.686001	0.26764998	0.36360002	1.212	0.03434	15.15	80.8	1.001213	2.9795	0.36360002	11.514	1
8.514	0.26235	0.3564	1.1880001	0.033660002	14.85	79.2	0.98138696	2.9205	0.3564	11.285999	1
9.8	0.36	0.46	10.5	0.038	4	83	0.9956	2.89	0.3	10.1	0
7.4	0.25	0.37	13.5	0.06	52	192	0.9975	3	0.44	9.1	0
7.1	0.12	0.32	9.6	0.054	64	162	0.9962	3.4	0.41	9.4	0
6	0.21	0.24	12.1	0.05	55	164	0.997	3.34	0.39	9.4	0
7.5	0.305	0.4	18.9	0.059	44	170	1	2.99	0.46	9	0
7.4	0.25	0.37	13.5	0.06	52	192	0.9975	3	0.44	9.1	0
7.3	0.13	0.32	14.4	0.051	34	109	0.9974	3.2	0.35	9.2	0
7.1	0.12	0.32	9.6	0.054	64	162	0.9962	3.4	0.41	9.4	0
7.1	0.23	0.35	16.5	0.04	60	171	0.999	3.16	0.59	9.1	0
7.1	0.23	0.35	16.5	0.04	60	171	0.999	3.16	0.59	9.1	0
6.5	0.17	0.54	8.5	0.082	64	163	0.9959	2.89	0.39	8.8	0
7.2	0.27	0.46	18.75	0.052	45	255	1	3.04	0.52	8.9	0
7.2	0.31	0.5	13.3	0.056	68	195	0.9982	3.01	0.47	9.2	0
6.7	0.41	0.34	9.2	0.049	29	150	0.9968	3.22	0.51	9.1	0
6.7	0.41	0.34	9.2	0.049	29	150	0.9968	3.22	0.51	9.1	0
5.5	0.485	0	1.5	0.065	8	103	0.994	3.63	0.4	9.7	0
6	0.31	0.24	3.3	0.041	25	143	0.9914	3.31	0.44	11.3	0
7	0.14	0.4	1.7	0.035	16	85	0.9911	3.19	0.42	11.8	0
7.2	0.31	0.5	13.3	0.056	68	195	0.9982	3.01	0.47	9.2	0
5.9	0.36	0.04	5.7	0.046	21	87	0.9934	3.22	0.51	10.2	0
7.8	0.24	0.32	12.2	0.054	42	138	0.9984	3.01	0.54	8.8	0
7.4	0.16	0.31	6.85	0.059	31	131	0.9952	3.29	0.34	9.7	0
6.9	0.19	0.28	5	0.058	14	146	0.9952	3.29	0.36	9.1	0
6.4	0.13	0.47	1.6	0.092	40	158	0.9928	3.21	0.36	9.8	0
6.7	0.19	0.36	1.1	0.026	63	143	0.9912	3.27	0.48	11	0
7.4	0.39	0.23	7	0.033	29	126	0.994	3.14	0.42	10.5	0
6.5	0.24	0.32	7.6	0.038	48	203	0.9958	3.45	0.54	9.7	1
6.565	0.24239999	0.3232	7.676	0.038379997	48.48	205.03	1.005758	3.4845	0.5454	9.797	1
6.435	0.2376	0.3168	7.5239997	0.03762	47.52	200.97	0.985842	3.4155002	0.5346	9.603	1
6.1	0.3	0.56	2.8	0.044	47	179	0.9924	3.3	0.57	10.9	1
6.161	0.303	0.5656	2.828	0.04444	47.47	180.79	1.002324	3.333	0.5757	11.009	1
6.039	0.29700002	0.5544	2.7719998	0.04356	46.53	177.21	0.982476	3.267	0.5643	10.790999	1
5.7	0.26	0.25	10.4	0.02	7	57	0.994	3.39	0.37	10.6	0
6.5	0.24	0.32	7.6	0.038	48	203	0.9958	3.45	0.54	9.7	1
6.565	0.24239999	0.3232	7.676	0.038379997	48.48	205.03	1.005758	3.4845	0.5454	9.797	1
6.435	0.2376	0.3168	7.5239997	0.03762	47.52	200.97	0.985842	3.4155002	0.5346	9.603	1
6.5	0.425	0.4	13.1	0.038	59	241	0.9979	3.23	0.57	9	0
6.6	0.24	0.27	15.8	0.035	46	188	0.9982	3.24	0.51	9.2	0
6.8	0.27	0.22	8.1	0.034	55	203	0.9961	3.19	0.52	8.9	0
6.7	0.27	0.31	15.7	0.036	44	179	0.9979	3.26	0.56	9.6	0
8.2	0.23	0.4	1.2	0.027	36	121	0.992	3.12	0.38	10.7	0
7.1	0.37	0.67	10.5	0.045	49	155	0.9975	3.16	0.44	8.7	0
6.8	0.19	0.36	1.9	0.035	30	96	0.9917	3.15	0.54	10.8	1
6.868	0.1919	0.36360002	1.919	0.03535	30.3	96.96	1.001617	3.1815002	0.5454	10.908	1
6.7320004	0.1881	0.3564	1.8809999	0.03465	29.7	95.04	0.981783	3.1185	0.5346	10.692	1
6.3	0.31	0.34	2.2	0.045	20	77	0.9927	3.3	0.43	10.2	0
7.1	0.37	0.67	10.5	0.045	49	155	0.9975	3.16	0.44	8.7	0
7.9	0.21	0.4	1.2	0.039	38	107	0.992	3.21	0.54	10.8	0
8.5	0.21	0.41	4.3	0.036	24	99	0.9947	3.18	0.53	9.7	0
8.1	0.2	0.4	2	0.037	19	87	0.9921	3.12	0.54	11.2	0
6.3	0.255	0.37	1.1	0.04	37	114	0.9905	3	0.39	10.9	0
5.6	0.16	0.27	1.4	0.044	53	168	0.9918	3.28	0.37	10.1	0
6.4	0.595	0.14	5.2	0.058	15	97	0.9951	3.38	0.36	9	0
6.3	0.34	0.33	4.6	0.034	19	80	0.9917	3.38	0.58	12	1
6.3630004	0.3434	0.33330002	4.646	0.03434	19.19	80.8	1.001617	3.4138	0.5858	12.12	1
6.237	0.3366	0.3267	4.554	0.033660002	18.81	79.2	0.981783	3.3462002	0.5742	11.88	1
7.9	0.22	0.38	8	0.043	46	152	0.9934	3.12	0.32	11.5	1
7.979	0.2222	0.3838	8.08	0.04343	46.46	153.52	1.0033339	3.1511998	0.3232	11.615	1
7.821	0.21779999	0.3762	7.92	0.042570002	45.54	150.48	0.98346597	3.0888	0.3168	11.385	1
7.6	0.18	0.46	10.2	0.055	58	135	0.9968	3.14	0.43	9.9	0
6.9	0.25	0.3	4.1	0.054	23	116	0.994	2.99	0.38	9.4	0
7.2	0.18	0.41	1.2	0.048	41	97	0.9919	3.14	0.45	10.4	0
8.2	0.23	0.4	7.5	0.049	12	76	0.9966	3.06	0.84	9.7	0
7.4	0.24	0.42	14	0.066	48	198	0.9979	2.89	0.42	8.9	0
7.4	0.24	0.42	14	0.066	48	198	0.9979	2.89	0.42	8.9	0
6.1	0.32	0.24	1.5	0.036	38	124	0.9898	3.29	0.42	12.4	1
6.161	0.3232	0.24239999	1.515	0.03636	38.38	125.24	0.999698	3.3229	0.4242	12.523999	1
6.039	0.3168	0.2376	1.485	0.035639998	37.62	122.76	0.97990197	3.2570999	0.41579998	12.276	1
5.2	0.44	0.04	1.4	0.036	43	119	0.9894	3.36	0.33	12.1	1
5.252	0.4444	0.0404	1.414	0.03636	43.43	120.19	0.99929404	3.3936	0.33330002	12.221001	1
5.148	0.43559998	0.0396	1.3859999	0.035639998	42.57	117.81	0.979506	3.3263998	0.3267	11.979	1
6.1	0.32	0.24	1.5	0.036	38	124	0.9898	3.29	0.42	12.4	1
6.161	0.3232	0.24239999	1.515	0.03636	38.38	125.24	0.999698	3.3229	0.4242	12.523999	1
6.039	0.3168	0.2376	1.485	0.035639998	37.62	122.76	0.97990197	3.2570999	0.41579998	12.276	1
6.4	0.22	0.56	14.5	0.055	27	159	0.998	2.98	0.4	9.1	0
6.3	0.36	0.3	4.8	0.049	14	85	0.9932	3.28	0.39	10.6	0
7.4	0.24	0.42	14	0.066	48	198	0.9979	2.89	0.42	8.9	0
6.7	0.24	0.35	13.1	0.05	64	205	0.997	3.15	0.5	9.5	0
7	0.23	0.36	13	0.051	72	177	0.9972	3.16	0.49	9.8	0
8.4	0.27	0.46	8.7	0.048	39	197	0.9974	3.14	0.59	9.6	0
6.7	0.46	0.18	2.4	0.034	25	98	0.9896	3.08	0.44	12.6	1
6.7669997	0.4646	0.18180001	2.424	0.03434	25.25	98.98	0.999496	3.1108	0.4444	12.726001	1
6.633	0.45540002	0.1782	2.3760002	0.033660002	24.75	97.02	0.979704	3.0491998	0.43559998	12.474	1
7.5	0.29	0.31	8.95	0.055	20	151	0.9968	3.08	0.54	9.3	0
7.1	0.3	0.46	1.5	0.066	29	133	0.9906	3.12	0.54	12.7	0
7.9	0.19	0.45	1.5	0.045	17	96	0.9917	3.13	0.39	11	0
7.6	0.48	0.37	0.8	0.037	4	100	0.9902	3.03	0.39	11.4	0
6.3	0.22	0.43	4.55	0.038	31	130	0.9918	3.35	0.33	11.5	1
6.3630004	0.2222	0.4343	4.5955	0.038379997	31.31	131.3	1.001718	3.3834999	0.33330002	11.615	1
6.237	0.21779999	0.4257	4.5045004	0.03762	30.69	128.7	0.98188204	3.3165	0.3267	11.385	1
7.5	0.27	0.31	17.7	0.051	33	173	0.999	3.09	0.64	10.2	0
6.9	0.23	0.4	7.5	0.04	50	151	0.9927	3.11	0.27	11.4	0
7.2	0.32	0.47	5.1	0.044	19	65	0.991	3.03	0.41	12.6	0
5.9	0.23	0.3	12.9	0.054	57	170	0.9972	3.28	0.39	9.4	0
6	0.67	0.07	1.2	0.06	9	108	0.9931	3.11	0.35	8.7	0
6.4	0.33	0.31	5.5	0.048	42	173	0.9951	3.19	0.66	9.3	0
7.1	0.34	0.15	1.2	0.053	61	183	0.9936	3.09	0.43	9.2	0
6.8	0.28	0.4	22	0.048	48	167	1.001	2.93	0.5	8.7	0
6.9	0.27	0.4	14	0.05	64	227	0.9979	3.18	0.58	9.6	0
6.8	0.26	0.56	11.9	0.043	64	226	0.997	3.02	0.63	9.3	0
6.8	0.29	0.56	11.9	0.043	66	230	0.9972	3.02	0.63	9.3	0
6.7	0.24	0.41	9.4	0.04	49	166	0.9954	3.12	0.61	9.9	0
5.9	0.3	0.23	4.2	0.038	42	119	0.9924	3.15	0.5	11	0
6.8	0.53	0.35	3.8	0.034	26	109	0.9906	3.26	0.57	12.7	1
6.868	0.53529996	0.3535	3.838	0.03434	26.26	110.09	1.000506	3.2926	0.5757	12.827	1
6.7320004	0.5247	0.34649998	3.7619998	0.033660002	25.74	107.91	0.980694	3.2274	0.5643	12.573	1
6.6	0.28	0.28	8.5	0.052	55	211	0.9962	3.09	0.55	8.9	0
6.8	0.28	0.4	22	0.048	48	167	1.001	2.93	0.5	8.7	0
6.8	0.28	0.36	8	0.045	28	123	0.9928	3.02	0.37	11.4	0
6.6	0.15	0.34	5.1	0.055	34	125	0.9942	3.36	0.42	9.6	0
6.4	0.29	0.44	3.6	0.2	75	181	0.9942	3.02	0.41	9.1	0
6.4	0.3	0.45	3.5	0.197	76	180	0.9942	3.02	0.39	9.1	0
6.4	0.29	0.44	3.6	0.197	75	183	0.9942	3.01	0.38	9.1	0
6.8	0.26	0.24	7.8	0.052	54	214	0.9961	3.13	0.47	8.9	0
7.1	0.32	0.24	13.1	0.05	52	204	0.998	3.1	0.49	8.8	0
6.8	0.27	0.26	16.1	0.049	55	196	0.9984	3.15	0.5	9.3	0
7.1	0.32	0.24	13.1	0.05	52	204	0.998	3.1	0.49	8.8	0
6.9	0.54	0.32	13.2	0.05	53	236	0.9973	3.2	0.5	9.6	0
6.8	0.26	0.34	13.9	0.034	39	134	0.9949	3.33	0.53	12	0
5.8	0.28	0.35	2.3	0.053	36	114	0.9924	3.28	0.5	10.2	0
6.4	0.21	0.5	11.6	0.042	45	153	0.9972	3.15	0.43	8.8	0
7	0.16	0.32	8.3	0.045	38	126	0.9958	3.21	0.34	9.2	0
10.2	0.44	0.88	6.2	0.049	20	124	0.9968	2.99	0.51	9.9	0
6.8	0.57	0.29	2.2	0.04	15	77	0.9938	3.32	0.74	10.2	0
5.6	0.245	0.25	9.7	0.032	12	68	0.994	3.31	0.34	10.5	0
6.8	0.18	0.38	1.4	0.038	35	111	0.9918	3.32	0.59	11.2	1
6.868	0.18180001	0.3838	1.414	0.038379997	35.35	112.11	1.001718	3.3532	0.5959	11.312	1
6.7320004	0.1782	0.3762	1.3859999	0.03762	34.65	109.89	0.98188204	3.2868	0.58409995	11.087999	1
7	0.16	0.32	8.3	0.045	38	126	0.9958	3.21	0.34	9.2	0
6.7	0.13	0.29	5.3	0.051	31	122	0.9944	3.44	0.37	9.7	0
6.2	0.25	0.25	1.4	0.03	35	105	0.9912	3.3	0.44	11.1	1
6.2619996	0.2525	0.2525	1.414	0.030299999	35.35	106.05	1.001112	3.333	0.4444	11.211	1
6.138	0.2475	0.2475	1.3859999	0.0297	34.65	103.95	0.98128796	3.267	0.43559998	10.989	1
5.8	0.26	0.24	9.2	0.044	55	152	0.9961	3.31	0.38	9.4	0
7.5	0.27	0.36	7	0.036	45	164	0.9939	3.03	0.33	11	0
5.8	0.26	0.24	9.2	0.044	55	152	0.9961	3.31	0.38	9.4	0
5.7	0.28	0.24	17.5	0.044	60	167	0.9989	3.31	0.44	9.4	0
7.5	0.27	0.36	7	0.036	45	164	0.9939	3.03	0.33	11	0
7.2	0.685	0.21	9.5	0.07	33	172	0.9971	3	0.55	9.1	0
6.2	0.25	0.25	1.4	0.03	35	105	0.9912	3.3	0.44	11.1	1
6.2619996	0.2525	0.2525	1.414	0.030299999	35.35	106.05	1.001112	3.333	0.4444	11.211	1
6.138	0.2475	0.2475	1.3859999	0.0297	34.65	103.95	0.98128796	3.267	0.43559998	10.989	1
6.5	0.19	0.3	0.8	0.043	33	144	0.9936	3.42	0.39	9.1	0
6.3	0.495	0.22	1.8	0.046	31	140	0.9929	3.39	0.54	10.4	0
7.1	0.24	0.41	17.8	0.046	39	145	0.9998	3.32	0.39	8.7	0
6.4	0.17	0.32	2.4	0.048	41	200	0.9938	3.5	0.5	9.7	0
7.1	0.25	0.32	10.3	0.041	66	272	0.9969	3.17	0.52	9.1	0
6.4	0.17	0.32	2.4	0.048	41	200	0.9938	3.5	0.5	9.7	0
6.8	0.64	0.08	9.7	0.062	26	142	0.9972	3.37	0.46	8.9	0
8.3	0.28	0.4	7.8	0.041	38	194	0.9976	3.34	0.51	9.6	0
8.2	0.27	0.39	7.8	0.039	49	208	0.9976	3.31	0.51	9.5	0
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	0
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	0
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	0
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	0
6.8	0.52	0.32	13.2	0.044	54	221	0.9972	3.27	0.5	9.6	0
7	0.26	0.59	1.4	0.037	40	120	0.9918	3.34	0.41	11.1	1
7.07	0.2626	0.5959	1.414	0.03737	40.4	121.2	1.001718	3.3734	0.4141	11.211	1
6.93	0.25739998	0.58409995	1.3859999	0.03663	39.6	118.8	0.98188204	3.3065999	0.4059	10.989	1
7.3	0.32	0.23	13.7	0.05	49	197	0.9985	3.2	0.46	8.7	0
7.7	0.31	0.26	7.8	0.031	23	90	0.9944	3.13	0.5	10.4	0
7.1	0.21	0.37	2.4	0.026	23	100	0.9903	3.15	0.38	11.4	1
7.171	0.2121	0.3737	2.424	0.02626	23.23	101	1.000203	3.1815002	0.3838	11.514	1
7.029	0.20789999	0.36630002	2.3760002	0.025740001	22.77	99	0.980397	3.1185	0.3762	11.285999	1
6.8	0.24	0.34	2.7	0.047	64.5	218.5	0.9934	3.3	0.58	9.7	0
6.9	0.4	0.56	11.2	0.043	40	142	0.9975	3.14	0.46	8.7	0
6.1	0.18	0.36	2	0.038	20	249.5	0.9923	3.37	0.79	11.3	0
6.8	0.21	0.27	2.1	0.03	26	139	0.99	3.16	0.61	12.6	1
6.868	0.2121	0.2727	2.1209998	0.030299999	26.26	140.39	0.9999	3.1916	0.6161	12.726001	1
6.7320004	0.20789999	0.2673	2.079	0.0297	25.74	137.61	0.98010004	3.1284	0.6039	12.474	1
5.8	0.2	0.27	1.4	0.031	12	77	0.9905	3.25	0.36	10.9	1
5.8580003	0.202	0.2727	1.414	0.03131	12.12	77.77	1.000405	3.2825	0.36360002	11.009	1
5.742	0.198	0.2673	1.3859999	0.03069	11.88	76.23	0.980595	3.2175	0.3564	10.790999	1
5.6	0.19	0.26	1.4	0.03	12	76	0.9905	3.25	0.37	10.9	1
5.656	0.1919	0.2626	1.414	0.030299999	12.12	76.76	1.000405	3.2825	0.3737	11.009	1
5.5439997	0.1881	0.25739998	1.3859999	0.0297	11.88	75.24	0.980595	3.2175	0.36630002	10.790999	1
5.9	0.21	0.28	4.6	0.053	40	199	0.9964	3.72	0.7	10	0
8.5	0.26	0.21	16.2	0.074	41	197	0.998	3.02	0.5	9.8	0
6.9	0.4	0.56	11.2	0.043	40	142	0.9975	3.14	0.46	8.7	0
5.8	0.24	0.44	3.5	0.029	5	109	0.9913	3.53	0.43	11.7	0
5.8	0.24	0.39	1.5	0.054	37	158	0.9932	3.21	0.52	9.3	0
6.7	0.26	0.39	1.1	0.04	45	147	0.9935	3.32	0.58	9.6	1
6.7669997	0.2626	0.39389998	1.1110001	0.0404	45.45	148.47	1.003435	3.3532	0.5858	9.696	1
